AT1G25410.1	AT1G68460.1	AT2G27760.1	AT3G19160.1	AT3G23630.1	AT3G63110.1	AT4G24650.1	AT5G19040.1	AT5G20040.1	B7FQX4_PHATC	B8C0R1_THAPS	Chlre4_409217	Chlsp_55198	Cyame_CMS475C	D7FQ18_ECTSI	D8FY86_9CYAN	IPTZ_AGRT5	IPT_AGRT5	LOC_Os01g49390.1	LOC_Os01g73760.1	LOC_Os03g24240.1	LOC_Os03g24440.1	LOC_Os03g59570.1	LOC_Os05g24660.1	LOC_Os05g47840.1	LOC_Os06g51350.1	LOC_Os07g09220.1	LOC_Os07g11050.1	MIAA_ANAVT	MIAA_ECOLI	MIAA_GLOVI	MIAA_NOSP7	MIAA_PROMA	MIAA_SYNE7	MOD5_YEAST	Micp1_3167	Micp1_38216	Micp2_56420	Micp2_68379	Ostlu_34266	Ostlu_3723	Ostta_31753	Ostta_33635	PpIPT1	PpIPT2	PpIPT3	PpIPT4	PpIPT5	PpIPT6	PpIPT7	Selmo1_3_410898	TRIT1_HUMAN	Trit1_MOUSE	Volca1_90025	Zeama_018046_P.01	Zeama_025429_P.01	Zeama_059373_P.01	Zeama_084462_P.01	Zeama_097258_P.01	Zeama_102915_P.01	Zeama_104559_P.01	Zeama_115385_T01_P01.1	Zeama_116878_P.01	Zeama_129964_P.01	Zeama_144663_P.01	Zeama_AC183318_3FGP036.1	Zeama_AC200304_2FGP029.1	Zeama_AC209075_3FGP029.1	tit1_SCHPO
B8C0R1_THAPS	0.501806675903301	0.484128167284148	0.466544754390338	0.484128167284148	0.5019565512087	0.484128167284148	0.484128167284148	0.484128167284148	0.463414157298451	0.389240135680311	0.00503358896828532	0.298622406706624	0.406115219313568	0.348674389052821	0.46362605190857	0.389240135680311	0.700426276217908	0.700426276217908	0.484128167284148	0.535154268614889	0.5019565512087	0.5019565512087	0.484128167284148	0.484128167284148	0.484128167284148	0.463414157298451	0.501735215497798	0.518519622798538	0.411967860862696	0.456787252951496	0.440136791040285	0.411967860862696	0.456874332358326	0.502054981872205	0.463972039652092	0.356700656785142	0.430999336766852	0.487292693159838	0.356700656785142	0.537474987746714	0.295148361721668	0.521187703286103	0.501690639039172	0.448600562958693	0.542899481035458	0.480616861238575	0.52091539811759	0.480991681294056	0.463414157298451	0.480606470148057	0.501741717491418	0.502108437430982	0.502108437430982	0.295072525859559	0.484128167284148	0.484128167284148	0.484128167284148	0.5019565512087	0.519808500444969	0.501741717491418	0.484128167284148	0.484128167284148	0.484128167284148	0.484128167284148	0.484128167284148	0.484128167284148	0.484128167284148	0.484128167284148	0.419303042956433
Chlre4_409217	0.596959712552144	0.572484558458074	0.551687984835204	0.572484558458074	0.558829907339944	0.572484558458074	0.572484558458074	0.572484558458074	0.341749096540861	0.501759984606317	0.298622406706624	0.00438309182446539	0.214372426986985	0.386638607117751	0.348637044193854	0.502111225295563	0.704932525924805	0.704932525924805	0.572484558458074	0.595062641455027	0.559163721290495	0.559163721290495	0.572484558458074	0.572484558458074	0.572484558458074	0.341749096540861	0.542899481035458	0.600985587894203	0.564052995493718	0.502111225295563	0.540410361811289	0.564052995493718	0.502111225295563	0.540410361811289	0.559163721290495	0.348654095561142	0.519665698037719	0.579287880242952	0.348654095561142	0.568354983302286	0.291836592425628	0.501652888695493	0.424951318355417	0.368965491637722	0.405843116052002	0.291114411659389	0.395143105872919	0.377020428700569	0.323891598183273	0.41272651876673	0.368965491637722	0.579707485783004	0.579707485783004	0.0873511675057598	0.572484558458074	0.572484558458074	0.572484558458074	0.558829907339944	0.584733816019111	0.368965491637722	0.572484558458074	0.572484558458074	0.572484558458074	0.572484558458074	0.572484558458074	0.572484558458074	0.572484558458074	0.572484558458074	0.52242736473137
Chlsp_55198	0.502145340946213	0.435604261814359	0.424662492583151	0.435604261814359	0.406003083897965	0.435604261814359	0.435604261814359	0.435604261814359	0.269849574922171	0.349261532621396	0.406115219313568	0.214372426986985	0.00431666789437835	0.234084088844284	0.21796869166589	0.349585754796085	0.597500698494394	0.597500698494394	0.435604261814359	0.487806242017398	0.463513916492967	0.463513916492967	0.435604261814359	0.435604261814359	0.435604261814359	0.269849574922171	0.387236452402142	0.470878995450962	0.406762773440536	0.349585754796085	0.396043915167793	0.406762773440536	0.38758353836931	0.396043915167793	0.413470072985343	0.196099577287676	0.532969150786064	0.54313992835875	0.196099577287676	0.44028780364604	0.310278037712792	0.402717844122917	0.377170072939272	0.186917167090796	0.270815896999178	0.217695973130897	0.306662190585567	0.302769484937898	0.253182576455089	0.336095168999648	0.299858665426646	0.458505875372377	0.458505875372377	0.137912339258955	0.435604261814359	0.435604261814359	0.435604261814359	0.406003083897965	0.471419443206375	0.299858665426646	0.435604261814359	0.435604261814359	0.435604261814359	0.435604261814359	0.435604261814359	0.435604261814359	0.435604261814359	0.435604261814359	0.368352386291908
Cyame_CMS475C	0.440366286364519	0.377984024678406	0.362598538396322	0.377984024678406	0.393609335741295	0.377984024678406	0.377984024678406	0.377984024678406	0.200195446254721	0.272875127468376	0.348674389052821	0.386638607117751	0.234084088844284	0.00470109872051327	0.306934909120559	0.273199349643064	0.597500698494394	0.597500698494394	0.377984024678406	0.444099283783101	0.424711576161845	0.424711576161845	0.377984024678406	0.377984024678406	0.377984024678406	0.200195446254721	0.377912331346428	0.414573199697323	0.349607520364918	0.330354602718683	0.325113681811417	0.349607520364918	0.31119713321629	0.378186416810205	0.353439104556907	0.0814430833929177	0.516734595446705	0.488020920353759	0.0814430833929177	0.395612574627755	0.195621543818034	0.369850289924464	0.377527044420683	0.203917338940529	0.359782114453848	0.195827272119163	0.253589455586779	0.253324276772016	0.200195446254721	0.30638810512179	0.253515749837739	0.400092742020067	0.400092742020067	0.367679760208861	0.377984024678406	0.377984024678406	0.377984024678406	0.393609335741295	0.424980800082435	0.253515749837739	0.377984024678406	0.377984024678406	0.377984024678406	0.377984024678406	0.377984024678406	0.377984024678406	0.377984024678406	0.377984024678406	0.307256183453829
D7FQ18_ECTSI	0.413469657080275	0.342175643724718	0.386306658755361	0.342175643724718	0.360033142082306	0.342175643724718	0.342175643724718	0.342175643724718	0.271109846198615	0.295033327006513	0.46362605190857	0.348637044193854	0.21796869166589	0.306934909120559	0.004467684157476	0.295384567695759	0.584792838119447	0.584792838119447	0.342175643724718	0.502512417135411	0.360033142082306	0.360033142082306	0.342175643724718	0.342175643724718	0.342175643724718	0.271109846198615	0.274205747179876	0.386030600809736	0.357326337893914	0.295384567695759	0.349585754796085	0.357326337893914	0.357382581317272	0.349585754796085	0.378186416810205	0.272581056731031	0.551642990096518	0.472542204004684	0.272581056731031	0.402973657222443	0.386759517156148	0.431315247327501	0.448441444364577	0.253437113754415	0.329758277282428	0.215041372829277	0.324503855530673	0.324238676715911	0.253252347841027	0.395490184405557	0.303035524651625	0.424662492583151	0.424662492583151	0.342021815075853	0.342175643724718	0.342175643724718	0.342175643724718	0.360033142082306	0.487044754269264	0.303035524651625	0.342175643724718	0.342175643724718	0.342175643724718	0.342175643724718	0.342175643724718	0.342175643724718	0.342175643724718	0.342175643724718	0.330354602718683
D8FY86_9CYAN	0.449536525684271	0.378242512328713	0.253905520658799	0.378242512328713	0.387592031921526	0.378242512328713	0.378242512328713	0.378242512328713	0.330428285293692	0.154489776474393	0.389240135680311	0.502111225295563	0.349585754796085	0.273199349643064	0.295384567695759	0.00546872432356527	0.551752401144582	0.551752401144582	0.378242512328713	0.393924281199673	0.387592031921526	0.387592031921526	0.378242512328713	0.378242512328713	0.378242512328713	0.330428285293692	0.298947130871932	0.419693011506799	0.104799346261975	0.104771051022492	0.0958806584759684	0.104799346261975	0.104866838370004	0.186155500929538	0.234975941787358	0.233466376863839	0.436095066264594	0.408592327578107	0.233466376863839	0.306978255657588	0.357159708991049	0.292191605421369	0.521400775626267	0.307256183453829	0.419366216920784	0.336548833233419	0.330428285293692	0.336614278005011	0.31119713321629	0.419366216920784	0.360397337986555	0.303645152614879	0.303645152614879	0.483181426160662	0.378242512328713	0.378242512328713	0.378242512328713	0.387592031921526	0.370186231746733	0.360397337986555	0.378242512328713	0.378242512328713	0.378242512328713	0.378242512328713	0.378242512328713	0.378242512328713	0.378242512328713	0.378242512328713	0.171223936936304
IPTZ_AGRT5	0.679687163599908	0.60839315024435	0.60839315024435	0.60839315024435	0.597500698494394	0.60839315024435	0.60839315024435	0.60839315024435	0.616731850571797	0.551752401144582	0.700426276217908	0.704932525924805	0.597500698494394	0.597500698494394	0.584792838119447	0.551752401144582	0.00585129116106975	0.254388468370802	0.60839315024435	0.68847564602414	0.597500698494394	0.597500698494394	0.60839315024435	0.60839315024435	0.60839315024435	0.616731850571797	0.569774457676326	0.634500273561393	0.529725443161339	0.529725443161339	0.592502182858711	0.529725443161339	0.529725443161339	0.576752898845205	0.616731850571797	0.584792838119447	0.732446273654314	0.672257605635632	0.584792838119447	0.626250648601938	0.667178881266773	0.616731850571797	1	0.60839315024435	0.605626586203299	0.584792838119447	0.616731850571797	0.584792838119447	0.597500698494394	0.605626586203299	0.626250648601938	0.634500273561393	0.634500273561393	0.708687734013885	0.60839315024435	0.60839315024435	0.60839315024435	0.597500698494394	0.684374354226165	0.626250648601938	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.584792838119447
IPT_AGRT5	0.679687163599908	0.60839315024435	0.60839315024435	0.60839315024435	0.597500698494394	0.60839315024435	0.60839315024435	0.60839315024435	0.616731850571797	0.551752401144582	0.700426276217908	0.704932525924805	0.597500698494394	0.597500698494394	0.584792838119447	0.551752401144582	0.254388468370802	0.00443348573349966	0.60839315024435	0.68847564602414	0.597500698494394	0.597500698494394	0.60839315024435	0.60839315024435	0.60839315024435	0.616731850571797	0.569774457676326	0.634500273561393	0.529725443161339	0.529725443161339	0.592502182858711	0.529725443161339	0.529725443161339	0.576752898845205	0.616731850571797	0.584792838119447	0.732446273654314	0.672257605635632	0.584792838119447	0.626250648601938	0.667178881266773	0.616731850571797	1	0.60839315024435	0.605626586203299	0.584792838119447	0.616731850571797	0.584792838119447	0.597500698494394	0.605626586203299	0.626250648601938	0.634500273561393	0.634500273561393	0.708687734013885	0.60839315024435	0.60839315024435	0.60839315024435	0.597500698494394	0.684374354226165	0.626250648601938	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.60839315024435	0.584792838119447
LOC_Os01g49390.1	0.0768916417940719	0.00559762843851397	0.237671904576373	0.00559762843851397	0.0763923748917182	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.485510841628369	0.41321619840691	0.484128167284148	0.572484558458074	0.435604261814359	0.377984024678406	0.342175643724718	0.378242512328713	0.60839315024435	0.60839315024435	0.00559762843851397	0.316585285665636	0.0768580427771752	0.0768580427771752	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.485510841628369	0.182731297161591	0.0718911198759463	0.431335458212846	0.413457748969913	0.419693011506799	0.431335458212846	0.431383666861438	0.452560565705252	0.353462109385709	0.39562046149767	0.362761653103518	0.341393891493812	0.39562046149767	0.386329663584163	0.501643317606707	0.353172803961898	0.651020333249934	0.43083569813887	0.452316255020128	0.466598903502639	0.485510841628369	0.448761616030395	0.448741405145051	0.452316255020128	0.485491978135381	0.371035613405248	0.371035613405248	0.551387176996992	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.0763923748917182	0.287691303177094	0.485491978135381	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.00559762843851397	0.307280831484688
LOC_Os01g73760.1	0.271024304710011	0.316585285665636	0.192147489975131	0.316585285665636	0.37136410462454	0.316585285665636	0.316585285665636	0.316585285665636	0.473156412397921	0.487062438793941	0.535154268614889	0.595062641455027	0.487806242017398	0.444099283783101	0.502512417135411	0.393924281199673	0.68847564602414	0.68847564602414	0.316585285665636	0.00559229702704656	0.327768723839914	0.327768723839914	0.316585285665636	0.316585285665636	0.316585285665636	0.473156412397921	0.455951934735439	0.342079976096702	0.456005919911179	0.424737613260723	0.414869618952267	0.456005919911179	0.424797480352918	0.44387040206855	0.312423703395863	0.409355489019545	0.253937022335625	0.268107106575855	0.409355489019545	0.350270960603745	0.455961266817348	0.356176857939518	0.564262197007673	0.455794132143485	0.560616525175872	0.50229264235962	0.473156412397921	0.502341725938314	0.487862587515934	0.560616525175872	0.502425500598036	0.224561044999658	0.224561044999658	0.548564131238892	0.316585285665636	0.316585285665636	0.316585285665636	0.37136410462454	0.0722155592838153	0.502425500598036	0.316585285665636	0.316585285665636	0.316585285665636	0.316585285665636	0.316585285665636	0.316585285665636	0.316585285665636	0.316585285665636	0.285075495920994
LOC_Os03g24240.1	0.148152056132733	0.0768580427771752	0.236312843644532	0.0768580427771752	0.0628564670937756	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.466598903502639	0.387592031921526	0.5019565512087	0.559163721290495	0.463513916492967	0.424711576161845	0.360033142082306	0.387592031921526	0.597500698494394	0.597500698494394	0.0768580427771752	0.327768723839914	0.00584712299080403	0.00584712299080403	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.466598903502639	0.253991711500253	0.138400839925364	0.406823183998929	0.425516132919742	0.431335458212846	0.406823183998929	0.406875101005105	0.466550694854046	0.360373777368821	0.403026013039717	0.409489204586957	0.356100066611826	0.403026013039717	0.395589014010022	0.501980678741484	0.360373777368821	0.642000545836086	0.43589356723817	0.484456401860227	0.425568049925919	0.466598903502639	0.425568049925919	0.463513916492967	0.484456401860227	0.501834351029184	0.378181666891693	0.378181666891693	0.597109587857544	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.0628564670937756	0.301379580142798	0.501834351029184	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.0768580427771752	0.311171760243346
